Age,Gender,Geography,PreviousPurchases,Salary,NumChildren,Product,EducationLevel,MaritalStatus,EmploymentStatus,HousingStatus,CreditScore,InternetUsage,NumberOfCars,HealthStatus,ShoppingFrequency,MembershipDuration,PurchaseFlag
65,Female,Africa,6761.3928085119205,113276.16381407734,2,Mobile Phone,High School,Divorced,Student,Rent,558,5.048330557797861,1,Good,9,7,0
36,Female,Africa,9824.173582949723,78604.1664300217,1,Mobile Phone,Bachelor,Married,Student,Living with Parents,553,3.422663837284459,2,Poor,2,8,0
21,Male,North America,4814.602507838426,130678.62453649717,0,Mobile Phone,PhD,Married,Student,Rent,564,5.025534263403371,1,Fair,4,15,1
52,Female,Europe,1705.2046010099643,63264.86868711973,1,Mobile Phone,Bachelor,Married,Retired,Rent,729,2.3280936661666227,2,Fair,7,6,0
66,Male,Africa,1123.0717563963678,140548.02497990214,4,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,330,9.568243257289641,0,Excellent,15,5,1
34,Male,Asia,2765.6362077299164,90496.87457340721,4,Mobile Phone,High School,Divorced,Retired,Living with Parents,464,6.977169317037962,1,Poor,5,16,1
61,Female,Europe,5737.475988310311,89639.4219403676,3,Mobile Phone,Bachelor,Single,Employed,Own,582,9.896080012277087,2,Poor,9,12,1
45,Male,North America,9473.372480804155,107205.34996238568,0,Mobile Phone,Bachelor,Single,Employed,Living with Parents,369,1.043359143512929,2,Fair,1,10,0
47,Male,South America,3061.734322335052,64311.28140590897,4,Mobile Phone,High School,Single,Unemployed,Rent,534,8.522308545811175,2,Fair,16,12,1
46,Male,Africa,3123.372596578884,114162.84421792747,3,Mobile Phone,High School,Widowed,Student,Own,393,1.7584384221097322,0,Fair,14,12,0
63,Male,Asia,4863.678625210705,61655.263342435595,0,Mobile Phone,PhD,Single,Student,Rent,598,7.9645933567850635,0,Good,10,2,1
23,Male,North America,9193.56911748197,71680.04789464214,1,Mobile Phone,PhD,Married,Student,Own,561,9.302242064799476,2,Fair,7,7,1
52,Male,Europe,4248.645000831983,107711.44678309739,2,Mobile Phone,Master,Divorced,Unemployed,Own,440,2.2661132662139276,1,Good,16,5,0
58,Male,Africa,2309.970979423238,69198.38316917958,2,Mobile Phone,PhD,Divorced,Retired,Living with Parents,529,9.605313386834524,1,Good,11,18,1
54,Female,North America,1714.9960583195364,45996.63594944789,1,Mobile Phone,High School,Widowed,Employed,Rent,562,4.926359238855165,0,Excellent,8,18,1
41,Female,North America,4624.452155797569,133347.1896408159,4,Mobile Phone,Bachelor,Married,Employed,Own,398,4.097869751244897,2,Good,1,16,1
46,Male,Asia,8026.706613728481,139880.1995032052,2,Mobile Phone,High School,Single,Unemployed,Own,602,8.16189319978842,2,Good,7,2,1
66,Female,South America,2984.388806771457,101475.0364749683,1,Mobile Phone,High School,Divorced,Student,Own,562,8.6777085570112,1,Excellent,6,8,0
63,Male,South America,5173.974128383365,125449.60025572096,3,Mobile Phone,Bachelor,Married,Student,Own,512,8.528676047992668,0,Fair,11,19,1
48,Male,South America,6069.781896983236,148264.8061207179,3,Mobile Phone,PhD,Married,Employed,Living with Parents,702,6.616200109778008,2,Fair,18,6,1
52,Male,Europe,4559.6570754131835,99920.71773657735,1,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,582,3.6657988050993886,0,Good,8,13,0
50,Male,North America,1997.733389397565,138143.04362250178,0,Mobile Phone,High School,Widowed,Employed,Rent,360,3.4889085021550894,0,Excellent,16,7,0
69,Female,Europe,9225.282211555068,66703.1174636452,4,Mobile Phone,PhD,Married,Retired,Own,739,3.0578990440475264,2,Excellent,17,5,0
38,Female,North America,5697.947428821391,111061.4166653342,4,Mobile Phone,High School,Widowed,Retired,Rent,656,2.3182596039571823,2,Excellent,4,17,0
49,Female,Asia,7318.430400747467,27254.710618590027,1,Mobile Phone,High School,Married,Retired,Rent,407,4.533171222116437,0,Fair,15,4,0
40,Female,Asia,6396.825753835536,122566.30222931883,2,Mobile Phone,PhD,Widowed,Retired,Living with Parents,439,8.704434162699947,0,Poor,3,1,1
50,Male,Europe,9980.67541510298,127874.40881484376,4,Mobile Phone,Bachelor,Divorced,Student,Own,542,9.96555094688937,2,Excellent,1,6,1
20,Female,Europe,4617.470330942694,72152.80674161894,4,Mobile Phone,Master,Widowed,Employed,Living with Parents,640,7.242352124466775,1,Excellent,16,6,0
35,Male,Asia,4307.226495661025,103064.15206405285,3,Mobile Phone,PhD,Married,Employed,Own,641,2.4053647131297837,0,Good,6,3,0
42,Male,Africa,3665.384674291062,131586.94331100662,3,Mobile Phone,High School,Divorced,Retired,Own,523,7.062067464922371,1,Excellent,18,10,0
59,Female,South America,3680.1217474686005,134869.06138617653,3,Mobile Phone,High School,Married,Unemployed,Rent,472,3.478225743112225,0,Excellent,5,11,0
48,Male,South America,2830.125086100644,33849.09816115812,4,Mobile Phone,PhD,Married,Student,Rent,482,7.45870956781825,0,Good,10,14,0
20,Female,Asia,9808.238238950815,127573.40704927666,4,Mobile Phone,High School,Widowed,Unemployed,Living with Parents,754,3.126572744991308,0,Fair,17,4,0
57,Female,South America,8720.742139588929,55651.635750393034,4,Mobile Phone,Master,Divorced,Retired,Living with Parents,397,2.4765849746418054,2,Excellent,19,7,1
63,Female,Africa,3235.06274907644,114549.89652390663,2,Mobile Phone,PhD,Married,Retired,Own,493,6.710266690310783,2,Excellent,17,10,0
41,Female,Africa,3121.767542033372,62271.33995403219,2,Mobile Phone,High School,Single,Unemployed,Rent,683,7.166361126788929,2,Fair,10,1,1
67,Female,North America,1124.9864731320424,27322.85718197503,2,Mobile Phone,Master,Widowed,Employed,Rent,657,2.662948387700702,1,Poor,7,9,0
49,Male,Europe,8782.60551904398,47283.19228064398,0,Mobile Phone,High School,Divorced,Employed,Own,723,5.608072187044446,1,Good,6,10,1
64,Female,South America,3780.4839031834003,73127.33085752092,4,Mobile Phone,PhD,Divorced,Unemployed,Living with Parents,689,8.925842860840913,1,Poor,9,3,1
39,Female,Africa,5768.892382236765,116359.72060793552,4,Mobile Phone,Bachelor,Married,Retired,Own,444,7.1633502970204574,2,Excellent,11,9,0
40,Male,Europe,9013.73951592122,33091.47155060649,1,Mobile Phone,Master,Divorced,Student,Rent,809,7.082922247628794,0,Good,12,18,1
19,Female,Europe,4140.196419894636,125681.43623702078,1,Mobile Phone,PhD,Divorced,Retired,Living with Parents,720,7.511984914793739,0,Excellent,18,3,1
44,Female,North America,8087.993629886134,149603.6419551134,0,Mobile Phone,PhD,Single,Employed,Own,384,4.150197264253428,1,Excellent,6,7,1
59,Male,Europe,4359.827699862695,122473.49361328631,1,Mobile Phone,PhD,Divorced,Employed,Rent,327,2.85351211904512,2,Good,12,16,0
19,Male,Europe,7039.315296275751,81585.74760375459,2,Mobile Phone,Bachelor,Single,Retired,Living with Parents,474,7.601515673003184,2,Excellent,11,10,0
43,Female,Asia,4368.725631202593,93860.82740997303,0,Mobile Phone,High School,Widowed,Employed,Own,536,8.307467944130764,0,Excellent,16,7,1
34,Male,North America,3988.3154320914564,20800.866079347692,0,Mobile Phone,Bachelor,Widowed,Unemployed,Living with Parents,409,9.062256467400728,2,Fair,2,7,1
57,Female,North America,9908.021471662889,47205.59892120167,0,Mobile Phone,PhD,Widowed,Unemployed,Own,785,8.157150822660872,1,Fair,18,5,1
50,Male,South America,6162.263435835393,136868.45708980592,3,Mobile Phone,Master,Divorced,Employed,Rent,687,4.114802129283978,2,Excellent,13,11,1
26,Female,Europe,3737.1726980674944,22824.822355574164,1,Mobile Phone,High School,Widowed,Retired,Own,488,5.2027548153538,1,Good,12,7,1
60,Female,South America,2652.412823159497,137623.34387660766,4,Mobile Phone,Bachelor,Single,Unemployed,Own,573,8.01918764932348,1,Excellent,13,7,1
65,Female,Africa,493.6870652732021,34722.83905666176,3,Mobile Phone,Master,Divorced,Employed,Rent,807,5.838353961319632,1,Poor,15,4,1
56,Male,Europe,7095.006768462397,37299.63689464846,2,Mobile Phone,PhD,Divorced,Employed,Living with Parents,544,6.014407791489545,1,Excellent,7,12,1
46,Female,Africa,3784.3585391330935,42795.488411399914,3,Mobile Phone,Master,Single,Student,Living with Parents,812,9.482907615898318,0,Fair,2,2,1
59,Male,Asia,8230.41622140977,123920.09224417552,2,Mobile Phone,Master,Single,Retired,Rent,334,9.618473481110282,2,Excellent,10,8,1
43,Female,Europe,3702.297760160955,82164.25479450932,4,Mobile Phone,PhD,Single,Employed,Rent,560,7.850943037343843,2,Poor,18,12,0
52,Female,South America,3795.9590050077995,38875.56192990551,4,Mobile Phone,Bachelor,Widowed,Unemployed,Living with Parents,561,8.286100400024731,0,Good,19,1,1
67,Female,South America,7813.891963426886,109284.23655649224,1,Mobile Phone,PhD,Divorced,Employed,Rent,359,3.380304584381062,0,Poor,5,15,0
42,Female,Europe,4945.719901851272,142289.48762235104,3,Mobile Phone,Master,Married,Retired,Living with Parents,399,6.344349176217817,2,Fair,16,8,1
41,Female,South America,8860.45822895379,94418.69165217134,4,Mobile Phone,PhD,Married,Employed,Rent,535,5.301330869677045,0,Fair,9,7,1
30,Male,Europe,5942.343991375064,32831.00074367,2,Mobile Phone,High School,Divorced,Unemployed,Rent,554,1.3694327881919774,2,Good,12,6,0
24,Male,North America,2482.3836537923276,27117.578803080174,4,Mobile Phone,High School,Divorced,Unemployed,Rent,339,8.951816771174379,0,Poor,18,5,1
53,Male,South America,5725.891357570331,123463.4067838489,1,Mobile Phone,Master,Single,Employed,Rent,536,3.6614113968558364,0,Poor,13,14,1
62,Female,Europe,139.61659175355,101390.87480867654,2,Mobile Phone,PhD,Widowed,Student,Rent,535,9.38591020554241,2,Poor,3,1,1
37,Female,Europe,3192.73400971532,139945.45408619818,0,Mobile Phone,Master,Single,Retired,Rent,373,6.7284917776763145,1,Poor,3,1,1
18,Male,South America,2158.728170928325,91142.51963623843,1,Mobile Phone,PhD,Single,Unemployed,Living with Parents,328,8.317439230838723,0,Excellent,3,11,1
25,Female,North America,6576.459770469053,28111.40242159694,1,Mobile Phone,High School,Married,Retired,Rent,743,5.128922772051565,1,Poor,15,19,1
63,Female,South America,1446.7819766480698,72479.29049982454,0,Mobile Phone,High School,Widowed,Retired,Own,322,2.6867340812697442,1,Good,18,5,0
33,Female,Europe,2971.9647229385837,105538.78951688432,4,Mobile Phone,Master,Divorced,Unemployed,Living with Parents,815,8.87247688759819,0,Good,3,14,1
31,Male,North America,3379.954687801614,70035.0956218442,1,Mobile Phone,High School,Divorced,Employed,Own,543,8.043650320817417,1,Excellent,10,15,1
29,Male,Africa,132.60296575245985,149946.88157623028,0,Mobile Phone,Master,Married,Retired,Rent,845,7.790894871343159,2,Fair,11,9,1
68,Male,Asia,562.9890257030531,72699.21977758686,0,Mobile Phone,Bachelor,Single,Employed,Living with Parents,326,2.915108872155895,2,Fair,8,5,0
40,Male,South America,3180.148666977475,91010.69643818152,1,Mobile Phone,Master,Widowed,Student,Own,382,5.69482628794368,1,Good,8,3,1
32,Male,Europe,2301.328886599931,49300.96424107833,3,Mobile Phone,PhD,Single,Student,Rent,458,3.9036543762542286,2,Good,10,14,0
45,Female,North America,1257.37671229004,39777.96655928492,1,Mobile Phone,PhD,Widowed,Retired,Living with Parents,776,6.514989908600665,0,Excellent,1,11,1
51,Female,North America,1626.2003979041838,103889.72001322261,3,Mobile Phone,PhD,Single,Unemployed,Rent,470,5.791847019335475,1,Excellent,17,13,1
19,Female,Africa,8371.815917662854,96519.65709903867,4,Mobile Phone,Master,Widowed,Retired,Own,494,2.5964404180027145,0,Fair,13,2,0
49,Female,South America,6864.863797575756,20564.051462816955,0,Mobile Phone,Bachelor,Single,Employed,Living with Parents,530,6.613570193342429,0,Excellent,7,16,1
40,Male,North America,4892.763556916333,57021.59952370648,2,Mobile Phone,Master,Married,Employed,Living with Parents,430,1.343584884322666,2,Poor,19,6,0
39,Male,Africa,9097.860284745633,103665.34449167887,1,Mobile Phone,Master,Widowed,Retired,Living with Parents,799,1.636639040178368,1,Good,14,11,0
68,Female,Europe,392.5726303220237,125592.41494521845,2,Mobile Phone,Bachelor,Single,Retired,Living with Parents,760,2.645022360496136,2,Good,7,14,1
42,Male,Africa,3514.8558658438133,60607.924895179756,4,Mobile Phone,High School,Widowed,Retired,Living with Parents,326,6.209237795124968,2,Good,17,10,0
39,Female,South America,8251.498803290182,104166.728007551,1,Mobile Phone,High School,Single,Student,Own,544,7.835386890362791,1,Fair,15,7,1
39,Female,Africa,6320.061046394681,54483.530919610006,2,Mobile Phone,High School,Married,Unemployed,Living with Parents,429,8.042238049759739,0,Fair,5,1,1
66,Female,North America,9818.70560147067,109749.38630180071,4,Mobile Phone,High School,Widowed,Employed,Living with Parents,619,3.489744306162699,1,Good,11,8,1
69,Female,North America,9450.697740553273,110733.23982612013,3,Mobile Phone,High School,Single,Student,Rent,531,4.457854290139579,0,Excellent,1,2,0
59,Male,Asia,1782.4306616423387,36929.05051754671,4,Mobile Phone,Bachelor,Married,Student,Living with Parents,471,3.1037541309253127,1,Fair,12,3,0
23,Female,Africa,9722.671272237149,106461.67191701064,1,Mobile Phone,Bachelor,Single,Retired,Own,538,1.3268931801300765,2,Good,16,12,0
32,Male,Europe,9460.794381143318,63363.73361844806,1,Mobile Phone,Master,Divorced,Employed,Own,631,5.455513327055117,1,Excellent,1,3,0
60,Female,South America,3798.748356229456,42437.34110704156,1,Mobile Phone,High School,Single,Employed,Own,706,5.905577998692886,2,Fair,17,17,0
54,Female,Asia,9830.514887720632,85046.96026059065,4,Mobile Phone,PhD,Divorced,Employed,Rent,821,9.415753958605322,0,Good,16,8,0
50,Female,Africa,454.8571080131512,78798.56890813376,1,Mobile Phone,Bachelor,Married,Employed,Living with Parents,590,7.406897658178435,2,Fair,15,19,0
25,Female,Europe,6641.430493641652,120603.7254380596,4,Mobile Phone,Bachelor,Single,Retired,Own,481,9.408727863567556,1,Poor,19,4,1
61,Male,Asia,2734.863262217647,30987.01619095841,0,Mobile Phone,High School,Widowed,Student,Living with Parents,679,3.5155304731248522,1,Fair,2,11,0
61,Female,North America,1381.6846562936644,122667.92494813152,0,Mobile Phone,PhD,Widowed,Student,Own,381,7.521484007408382,1,Poor,16,12,1
22,Male,South America,5817.595756944082,33790.70707420843,0,Mobile Phone,PhD,Widowed,Student,Own,636,6.384622197666724,2,Excellent,7,5,0
56,Female,Africa,3132.8680510334243,46969.67365027805,2,Mobile Phone,Bachelor,Widowed,Student,Own,359,3.671176992086874,2,Poor,13,2,1
21,Female,Europe,6701.570903730395,87064.67538285723,0,Mobile Phone,Master,Single,Employed,Rent,670,2.900347236442428,0,Excellent,1,11,1
23,Female,North America,5445.812415932761,80212.69800291519,0,Mobile Phone,PhD,Single,Employed,Living with Parents,582,3.619357909673314,1,Fair,10,18,0
62,Male,Asia,3986.6350689957285,148551.66671542625,4,Mobile Phone,Master,Divorced,Unemployed,Living with Parents,720,9.817165389791876,0,Excellent,10,15,1
49,Female,South America,1900.0393970174894,96631.58272411712,4,Mobile Phone,High School,Single,Retired,Living with Parents,360,1.208904180273524,1,Good,12,17,0
69,Female,Asia,6052.376954974549,62566.627382098806,1,Mobile Phone,High School,Married,Employed,Living with Parents,703,9.143502322156893,2,Poor,9,5,1
47,Female,Asia,8309.383231807962,137019.35291071812,1,Mobile Phone,High School,Widowed,Employed,Own,477,7.945171472917216,2,Poor,14,19,1
64,Female,Europe,6040.044238241884,60587.94438172547,1,Mobile Phone,Master,Single,Retired,Living with Parents,720,5.892316572618721,0,Fair,6,5,0
52,Female,North America,6144.173302159489,55590.83257447771,4,Mobile Phone,Bachelor,Married,Retired,Rent,432,8.724194449883367,1,Poor,5,8,1
57,Male,Africa,5167.189905062905,84268.33337585173,4,Mobile Phone,Master,Divorced,Employed,Rent,629,1.4676999659050396,0,Good,12,19,1
69,Male,Europe,3943.5771615500876,138712.72198150028,0,Mobile Phone,High School,Married,Student,Rent,309,5.89804532459588,1,Excellent,15,12,1
33,Female,South America,4628.834612172107,112106.85318364901,3,Mobile Phone,PhD,Divorced,Unemployed,Living with Parents,564,3.5688097272606134,2,Fair,2,4,0
30,Female,Asia,9896.463395488812,108072.81801075296,4,Mobile Phone,Bachelor,Widowed,Unemployed,Rent,588,1.0882415431780768,0,Excellent,1,14,0
67,Male,South America,7521.718170842372,114390.04445503918,3,Mobile Phone,Master,Divorced,Retired,Own,707,6.571423909447693,2,Excellent,3,16,1
59,Female,Europe,4362.538693401945,105753.27940086546,4,Mobile Phone,PhD,Divorced,Student,Rent,369,6.919845689002936,1,Poor,3,3,1
47,Male,Europe,4627.234359549752,118773.52675683297,4,Mobile Phone,PhD,Married,Retired,Living with Parents,806,6.316984210669671,2,Excellent,14,6,0
36,Female,Africa,5046.356876722449,45059.062824787354,2,Mobile Phone,High School,Widowed,Unemployed,Own,356,4.514447674899426,2,Fair,12,2,0
34,Female,Asia,6627.210524350247,43043.5772790082,3,Mobile Phone,High School,Married,Unemployed,Rent,837,8.238445702730072,0,Good,16,1,1
36,Male,Europe,4712.986518733596,67081.23469288248,2,Mobile Phone,PhD,Widowed,Student,Living with Parents,471,4.088428635213148,2,Excellent,13,10,0
45,Female,South America,6893.17327254851,130624.77124345822,0,Mobile Phone,Bachelor,Married,Unemployed,Living with Parents,619,6.435624308135565,1,Fair,4,13,0
43,Male,Africa,3358.959285813694,112879.04801457227,2,Mobile Phone,Master,Single,Unemployed,Living with Parents,794,9.964521277368359,1,Good,6,2,0
54,Male,South America,4165.332357009127,93641.53456956,2,Mobile Phone,Bachelor,Married,Student,Own,731,8.612635915326578,2,Excellent,5,18,1
43,Male,Asia,8654.125934568088,22528.16687215558,0,Mobile Phone,Bachelor,Divorced,Unemployed,Living with Parents,494,6.798475596670528,0,Good,6,3,1
40,Female,Africa,3356.165981545272,50654.29691166265,3,Mobile Phone,Master,Married,Retired,Rent,347,7.067526017583079,1,Good,7,5,0
26,Male,Africa,9647.923658432517,124456.81253148687,1,Mobile Phone,Master,Divorced,Retired,Rent,473,8.5690107252438,0,Poor,8,4,0
29,Male,Africa,1807.7989751504401,51523.27010094843,4,Mobile Phone,Master,Married,Retired,Rent,651,2.58228523403184,1,Good,10,5,0
18,Female,North America,2492.6301755010095,114937.72563482316,3,Mobile Phone,Bachelor,Married,Retired,Living with Parents,697,1.991876587835958,2,Good,10,7,0
18,Female,Africa,4690.429532473588,44002.45444088492,0,Mobile Phone,Bachelor,Divorced,Employed,Living with Parents,559,2.9880532149921093,1,Fair,11,15,0
64,Female,South America,7994.346387948159,98827.78256591663,2,Mobile Phone,Master,Widowed,Unemployed,Rent,810,7.700858514991202,0,Fair,1,14,1
51,Female,South America,7342.597228520503,101667.47767106522,1,Mobile Phone,PhD,Married,Unemployed,Own,673,7.927592907946276,2,Fair,18,9,1
49,Female,Asia,1827.2135743824583,117755.60933924261,2,Mobile Phone,PhD,Single,Retired,Own,539,1.2537801250051381,0,Good,11,14,0
65,Female,Europe,2443.1817570815856,76984.51211643318,4,Mobile Phone,Master,Single,Unemployed,Own,302,1.5397994521181921,0,Fair,12,18,0
42,Male,Europe,5795.1035916032915,102247.71088111142,0,Mobile Phone,Bachelor,Divorced,Employed,Own,597,9.834085836345134,1,Excellent,10,8,0
57,Female,North America,3022.1309784571595,83306.07253363705,1,Mobile Phone,Master,Divorced,Employed,Living with Parents,548,5.428926001447945,0,Poor,17,12,0
62,Male,Africa,4281.020712348074,143153.94590178068,3,Mobile Phone,High School,Divorced,Employed,Own,763,5.823130896863948,2,Excellent,6,10,1
18,Female,North America,4917.282337321586,87844.49451240596,3,Mobile Phone,PhD,Single,Student,Rent,446,6.509639982003305,2,Fair,14,9,1
33,Male,Asia,5983.035452969006,47247.72480666442,0,Mobile Phone,PhD,Divorced,Retired,Living with Parents,455,9.679989900562344,0,Good,18,2,1
56,Male,Asia,2585.4081119487273,106826.03138802273,0,Mobile Phone,PhD,Divorced,Unemployed,Living with Parents,593,2.4355000137068625,2,Fair,3,16,1
22,Female,Europe,1715.0874211940995,91300.75266709375,2,Mobile Phone,Master,Widowed,Employed,Rent,416,6.697737097347714,2,Poor,7,12,0
39,Female,Asia,4045.777539160862,124497.83463861907,1,Mobile Phone,High School,Single,Employed,Rent,803,1.6822618740332238,2,Fair,10,17,0
46,Male,Africa,912.0596260704407,42998.507687121666,4,Mobile Phone,PhD,Widowed,Unemployed,Own,409,5.621003313998087,1,Good,12,4,1
20,Female,South America,5314.975193800031,53922.148347607625,0,Mobile Phone,High School,Widowed,Unemployed,Living with Parents,755,4.962395076254368,2,Poor,8,17,0
29,Female,Asia,8412.091076426244,139811.78396170388,1,Mobile Phone,Bachelor,Divorced,Student,Own,418,3.413693260325765,2,Fair,13,4,0
43,Male,North America,1277.8590283839142,140903.39472201848,0,Mobile Phone,Bachelor,Widowed,Employed,Own,353,4.96497444950155,2,Fair,4,1,1
33,Male,Africa,1216.032268082337,77493.37964173582,0,Mobile Phone,PhD,Married,Employed,Living with Parents,839,7.284321289929689,2,Excellent,14,1,1
68,Male,Asia,894.1562087867862,26207.653675395886,3,Mobile Phone,Bachelor,Married,Student,Rent,683,8.568839658922226,0,Excellent,8,14,1
54,Female,Asia,8493.82676864283,59852.158921374765,1,Mobile Phone,Master,Married,Student,Living with Parents,749,8.06414271562404,2,Fair,3,4,1
39,Female,Africa,898.9784597888139,52125.945074766154,3,Mobile Phone,Bachelor,Widowed,Unemployed,Rent,539,6.2637697787781335,2,Fair,5,3,0
46,Female,Asia,9836.274150305586,73907.99075933982,3,Mobile Phone,Master,Married,Retired,Rent,555,9.072809257598923,0,Good,1,1,1
31,Female,South America,3647.479811056568,61314.08045421638,1,Mobile Phone,Bachelor,Single,Unemployed,Own,455,7.244654616070109,0,Fair,12,19,0
45,Male,Europe,3354.7453755105207,127769.00470081904,3,Mobile Phone,High School,Married,Student,Own,324,8.544388358787849,2,Fair,5,18,0
22,Female,Africa,1007.1543457607872,20394.682486309026,2,Mobile Phone,Bachelor,Married,Retired,Own,553,4.584097181239541,2,Excellent,13,12,1
64,Male,North America,5897.848005120327,103802.14095649477,4,Mobile Phone,High School,Widowed,Student,Living with Parents,398,7.2853595117258445,1,Poor,7,4,0
66,Female,Asia,5900.233902292638,106355.12927028563,4,Mobile Phone,Master,Single,Employed,Living with Parents,679,1.6705503713705727,0,Excellent,10,2,0
47,Female,Europe,4988.677690172413,105881.45478757558,2,Mobile Phone,Bachelor,Widowed,Student,Rent,526,9.61424155916385,1,Fair,18,14,0
63,Male,North America,3179.0994574372494,87677.30846689406,0,Mobile Phone,Bachelor,Single,Retired,Rent,716,6.663781657787888,0,Fair,5,2,0
69,Female,North America,3748.9508116476704,99443.52950427438,3,Mobile Phone,High School,Single,Retired,Living with Parents,791,8.710368424019277,2,Poor,12,10,1
22,Female,South America,3272.9835973700065,125364.26049982173,4,Mobile Phone,Bachelor,Widowed,Employed,Living with Parents,469,5.368582595824229,0,Excellent,11,1,0
29,Male,Europe,4318.849441976969,121945.58122948957,1,Mobile Phone,Master,Married,Employed,Rent,838,1.2775920213521577,2,Poor,19,13,0
33,Female,Africa,3483.702244264137,24501.299033193354,0,Mobile Phone,High School,Divorced,Retired,Rent,529,5.428367680807603,1,Fair,9,2,0
43,Male,Europe,6787.621466665975,23956.749645850152,4,Mobile Phone,Master,Divorced,Unemployed,Living with Parents,307,7.5320937300730435,1,Excellent,11,5,0
43,Male,Europe,3028.2860762379705,129062.82566016387,3,Mobile Phone,PhD,Married,Student,Own,489,1.5879443144933854,1,Fair,12,2,1
65,Male,North America,3573.298491795096,94714.85937897317,4,Mobile Phone,Master,Divorced,Unemployed,Living with Parents,671,1.902713919701179,0,Excellent,7,1,0
38,Male,South America,4411.052859412566,144465.55358499498,3,Mobile Phone,High School,Divorced,Employed,Own,303,1.4887252093748318,0,Excellent,7,13,0
56,Female,South America,139.2221592819124,76106.90759914185,0,Mobile Phone,Master,Single,Student,Own,353,2.0789251854432007,2,Fair,10,18,0
53,Female,Europe,4971.617484786831,42976.4367814467,2,Mobile Phone,Bachelor,Widowed,Student,Living with Parents,475,6.529072018190084,2,Fair,8,8,1
50,Female,Europe,2632.6160516100526,81520.53861041518,3,Mobile Phone,Master,Widowed,Employed,Rent,752,8.869534143165918,2,Good,13,1,0
47,Male,Asia,655.8894948427272,76750.760034998,3,Mobile Phone,Bachelor,Married,Unemployed,Own,445,5.238312958982647,2,Fair,6,9,0
54,Female,North America,9119.11085777147,87233.05958700713,0,Mobile Phone,High School,Married,Unemployed,Living with Parents,548,8.279057857833536,0,Fair,7,6,1
40,Female,Africa,3291.945465480627,125033.14040400348,0,Mobile Phone,Bachelor,Widowed,Employed,Own,328,4.587230044417828,2,Excellent,10,19,1
27,Female,Africa,4318.244110359772,105225.9184317809,1,Mobile Phone,Master,Divorced,Unemployed,Own,448,8.697434569944495,1,Good,9,8,1
22,Female,South America,8290.697267548594,44085.79256191872,0,Mobile Phone,PhD,Married,Retired,Rent,786,2.4180418520653975,2,Poor,3,8,1
53,Male,North America,1751.210810461826,115482.04332615797,4,Mobile Phone,Bachelor,Single,Employed,Own,493,6.165430288772484,1,Poor,11,19,0
51,Male,South America,8518.057214855276,96946.5077261961,3,Mobile Phone,PhD,Widowed,Retired,Living with Parents,379,5.68148948364794,1,Good,10,17,0
69,Female,Africa,2492.2156859660395,95180.39496989857,2,Mobile Phone,PhD,Divorced,Retired,Own,388,1.925545621359721,0,Good,14,19,0
48,Male,Europe,5931.47512699164,108173.39471663257,0,Mobile Phone,PhD,Single,Retired,Living with Parents,450,3.144174377103183,2,Fair,4,7,0
27,Female,North America,6888.215963645165,93315.50962534912,3,Mobile Phone,PhD,Widowed,Student,Own,808,5.361576638546462,2,Fair,2,8,0
36,Female,North America,9059.638064090976,79476.78572395214,2,Mobile Phone,Master,Widowed,Retired,Rent,616,7.946613802974622,0,Poor,15,19,0
49,Female,Asia,6115.616147372906,103249.43676583249,1,Mobile Phone,Bachelor,Divorced,Unemployed,Rent,479,9.142924984543424,2,Excellent,4,2,1
18,Male,Europe,4586.994832375003,114084.51904157476,4,Mobile Phone,High School,Married,Employed,Own,704,7.620869393591444,0,Excellent,3,8,1
22,Female,Europe,5765.466588183597,49349.70256805478,1,Mobile Phone,High School,Single,Unemployed,Rent,484,3.637128968407367,1,Good,14,14,0
62,Male,South America,2100.6163811280185,84616.48625095462,0,Mobile Phone,Bachelor,Single,Retired,Own,591,1.9250366958073446,0,Excellent,10,2,0
21,Male,North America,6921.835908083522,79562.42022446607,4,Mobile Phone,High School,Single,Retired,Own,787,5.726966408319091,2,Fair,10,18,1
33,Female,South America,1950.1190493004967,25187.42517946748,1,Mobile Phone,Bachelor,Widowed,Retired,Rent,493,4.099308653599689,0,Good,5,16,0
41,Male,Europe,5616.751359574743,128477.02533512076,3,Mobile Phone,Master,Divorced,Retired,Rent,342,6.069877711586331,0,Poor,11,8,1
33,Male,Asia,6511.276247468841,69059.66311199516,0,Mobile Phone,Bachelor,Divorced,Employed,Own,742,4.581495828731017,1,Excellent,13,18,0
19,Female,North America,8995.973486036772,29449.600316157143,1,Mobile Phone,Master,Widowed,Employed,Living with Parents,501,4.412752343569212,0,Fair,14,7,0
66,Male,Europe,4556.879277178384,79526.88261994257,4,Mobile Phone,Bachelor,Single,Student,Living with Parents,372,9.207833853987875,2,Poor,3,10,0
45,Male,Asia,7775.798943233204,40992.504791907646,4,Mobile Phone,PhD,Single,Employed,Rent,520,7.007816973429002,1,Poor,3,19,1
49,Female,Africa,1758.5518342123376,111573.87390250643,2,Mobile Phone,PhD,Divorced,Retired,Rent,687,7.027355383751912,1,Good,13,10,0
44,Female,Europe,1646.3451394648678,94330.3047717947,4,Mobile Phone,Master,Married,Student,Living with Parents,832,2.2034855659647925,0,Poor,12,16,0
